NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MICROLENSING,IMAGING,TIMING,ASTROMETRY,MASS,DIST,R,MSTAR,FE,DATE,STARDISCMETH,RSTAR,TEFF
,mjupiter,au,day,,deg,jd,m/s,,,,,,,,,mjupiter,pc,rjupiter,msun,,,,rsun,k
HD 68988 b,1.79992,0.0692771,6.27711,0.1249,31.4,2451548.84,184.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,0,0,0,0,1.79992,54.5256,,1.124,0.324379,2002,RV,1.10962,5960.48
K2-136 c,,0.118441,17.307137,0.13,24,2457810.17246,,Mann 2018,http://adsabs.harvard.edu/abs/2018AJ....155....4M,Mann 2018,http://adsabs.harvard.edu/abs/2018AJ....155....4M,0,0,0,0,0.026078,59.4,0.263531,0.74,0.15,2018,Transit,0.66,4499
Kepler-84 b,,0.08295,8.726,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0,0,1,0,0.0172355,,0.203,1,-0.131,2012,Transit,1.43,5755
GJ 628 c,0.0108155,0.0889562,17.87199137,0.114217,251.993,2456298.2932987353,1.91398,Astudillo-Defru 2017 (corrected; private communication),http://adsabs.harvard.edu/abs/2017A%26A...602A..88A,Astudillo-Defru 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A..88A,0,0,0,0,0.0108155,4.30646,,0.294,-0.09,2017,RV,0.307,3342
Kepler-637 b,,0.187767,23.20584623,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0746947,1575,0.424,1.64,0.38,2016,Transit,2.56,6096
HAT-P-26 b,0.0586313,0.0478684,4.234516,0.124,54,2455304.319,8.5,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..138H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..138H,0,0,0,0,0.0586489,134,0.565,0.816,-0.04,2011,Transit,0.788,5079
Kepler-1252 b,,0.121659,15.0540329,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0123746,828,0.149,1.06,0.03,2016,Transit,1.09,5949
Kepler-292 f,,0.148181,20.834237,,90,2455019.03249,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0179955,,0.209653,,,2014,Transit,0.826,5299
Kepler-847 b,,0.0324471,2.3432319,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00518721,529,0.105,0.83,0.15,2016,Transit,0.77,4940
Kepler-1355 b,,0.0222195,1.28958811,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0107116,963,0.13,0.88,-0.04,2016,Transit,0.83,5352
Kepler-20 e,,0.063351,6.098493,0,,2454968.9336,,Fressin 2012,http://adsabs.harvard.edu/abs/2012Natur.482..195F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,0.00175601,290,0.0773688,0.912,0.02,2011,Transit,0.944,5466
Kepler-450 b,,0.2014,28.454851,0,90,,,Van Eylen 2015,http://adsabs.harvard.edu/abs/2015ApJ...808..126V,Van Eylen 2015,http://adsabs.harvard.edu/abs/2015ApJ...808..126V,0,0,0,0,,462,,1.346,,2015,Transit,1.57,
Kepler-296 d,,0.143477,19.850242,,90,2454966.65098,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0172808,,0.203408,,,2014,Transit,0.557,4249
HD 149143 b,1.32811,0.0530508,4.072,0.016,0,2453483.9,149.6,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,Fischer 2006 ; da Silva 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F ; http://adsabs.harvard.edu/abs/2006A%26A...446..717D,0,0,0,0,1.32811,62.0347,,1.2,0.26,2006,RV,1.71219,5884
Kepler-688 b,,0.0481308,3.89593684,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.696016,1247,0.871,0.98,0.02,2016,Transit,0.96,5715
Kepler-62 d,,0.119499,18.16406,0.0948683,108.435,2455014.579,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,0,368,0.173812,0.69,-0.37,2011,Transit,0.64,4925
Kepler-713 b,,0.0738933,7.411141,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.019398,1003,0.221,0.98,-0.03,2016,Transit,0.99,5785
HD 79498 b,1.34632,3.13296,1966.1,0.59,221,2453210.9,26,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,0,0,0,0,1.34632,46.1042,,1.06,0.24,2012,RV,1.12815,5740
GJ 273 d,0.0448185,0.730436,423.3821719,0.717815,175.096,2455953.069687062,3.97639,Astudillo-Defru 2017 (corrected; private communication),http://adsabs.harvard.edu/abs/2017A%26A...602A..88A,Astudillo-Defru 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A..88A,0,0,0,0,0.0448185,3.80257,,0.29,0.09,2017,RV,0.293,3382
Kepler-89 e,0.0986881,0.304548,54.32031,0.019,,,4.5,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,0,0,0,0,0.0409024,,0.5978,1.277,0.0228,2013,Transit,1.52,6182
HATS-22 b,2.73841,0.0503097,4.7228124,0.079,56,2457078.19752,399,Bento 2017,http://adsabs.harvard.edu/abs/2017MNRAS.468..835B,Bento 2017,http://adsabs.harvard.edu/abs/2017MNRAS.468..835B,0,0,0,0,2.74014,207.9,0.977605,0.759,0,2017,Transit,0.689,4803
Kepler-722 b,,0.0505771,4.09357325,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0213319,1375,0.235,1.03,0.02,2016,Transit,1.05,5863
Kepler-556 b,,0.100994,11.72292176,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0169068,729,0.2,1,0.03,2016,Transit,0.98,5740
Kepler-883 b,,0.110239,12.98495573,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0131362,549,0.159,1.06,-0.13,2016,Transit,1.09,6116
Kepler-1181 b,,0.0594394,4.89337519,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0117248,867,0.14,1.17,0.03,2016,Transit,1.3,6176
Kepler-1336 c,,0.061725,5.77721211,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0126737,822,0.153,0.94,0.05,2016,Transit,1.3,5512
Kepler-897 b,,0.079369,8.0472642,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0183949,1147,0.213,1.03,0.04,2016,Transit,1.04,5839
Kepler-298 d,,0.355666,77.473633,,90,2455017.24735,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0196646,,0.223035,,,2014,Transit,0.582,4465
Kepler-269 b,,0.0596916,5.326718,,90,2455190.12204,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.019315,,0.220359,,,2014,Transit,0.959,5847
Kepler-248 b,,0.0668155,6.308205,,90,2455007.04657,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0272098,,0.269426,,,2014,Transit,0.831,5190
HD 181433 c,0.640416,1.75604,962,0.28,21.4,2453235,16.2,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,0,0,0,0,0.640416,26.7594,,0.78,0.33,2009,RV,1.00831,4962
Kepler-1375 b,,0.0493278,3.3004192,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0128259,1238,0.155,1.47,0.09,2016,Transit,1.78,6704
Kepler-454 b,0.0215581,0.0951314,10.57,0,90,2455008.067,1.96,Gettel 2016,http://adsabs.harvard.edu/abs/2016ApJ...816...95G,Gettel 2016,http://adsabs.harvard.edu/abs/2016ApJ...816...95G,0,0,0,0,0.0215859,,0.21,1.028,0.27,2016,Transit,1.066,5701
70 Vir b,7.46144,0.483601,116.6884,0.4007,358.71,2447239.82,316.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 1996,http://adsabs.harvard.edu/abs/1996ApJ...464L.147M,0,0,0,0,7.46144,17.9856,,1.101,-0.0122615,1996,RV,1.59775,5544.6
HD 102365 b,0.0509774,0.463328,122.1,0.34,105,2450129,2.4,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..103T,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..103T,0,0,0,0,0.0509774,9.22084,,0.89,-0.26,2011,RV,0.828702,5630
BD -08 2823 b,0.045941,0.0558236,5.6,0.15,30,2454637.7,6.5,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..46H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..46H,0,0,0,0,0.045941,42.4989,,0.74,-0.07,2010,RV,1.27853,4746
Kepler-1276 b,,0.110538,12.5720095,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0053608,587,0.106,1.14,-0.02,2016,Transit,1.21,6188
Kepler-797 b,,0.174066,27.07237711,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0162741,752,0.194,0.96,-0.02,2016,Transit,0.95,5680
HD 47366 b,1.74615,1.21472,363.3,0.089,100,2450122,33.6,Sato 2016,http://adsabs.harvard.edu/abs/2016ApJ...819...59S,Sato 2016,http://adsabs.harvard.edu/abs/2016ApJ...819...59S,0,0,0,0,1.74615,80,,1.81,-0.02,2016,RV,7.3,4866
Kepler-160 b,,0.0518266,4.309427,,90,2454967.03257,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0115417,,0.13739,,,2014,Transit,0.884,5857
Kepler-1066 b,,0.03015,1.93155984,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0181548,399,0.211,0.98,-0.03,2016,Transit,0.98,5762
Kepler-1318 b,,0.629,213.257663,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.028747,475,0.277,0.73,-0.01,2016,Transit,0.7,4598
CoRoT-11 b,2.33146,0.0440549,2.99433,0,90,2454597.679,280,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,0,0,0,0,2.34813,558.971,1.43,1.27,-0.03,2010,Transit,1.37,6440
Kepler-369 c,,0.118353,14.871572,,90,2454970.69114,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00960182,,0.125792,,,2014,Transit,0.471,3591
Kepler-142 d,,0.235751,41.809118,,90,2454981.69926,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0161415,,0.192702,,,2014,Transit,1.269,5790
Kepler-1415 b,,0.0139284,0.63642408,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00709482,1066,0.115,0.89,0.12,2016,Transit,0.84,5267
Kepler-398 b,,0.0499821,4.081423,,90,2454966.85795,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00225059,,0.082969,,,2014,Transit,0.613,4493
Kepler-443 b,,0.558942,177.6693,0,90,2455630.246,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0,0,0,0,0.0177875,779,0.20787,0.738,-0.01,2010,Transit,0.706,4723
HD 175607 b,0.0262555,0.164916,29.03,0.16,98.9,2455528.01,2.21,Mortier 2016,http://adsabs.harvard.edu/abs/2016A%26A...585A.135M,Mortier 2016,http://adsabs.harvard.edu/abs/2016A%26A...585A.135M,0,0,0,0,0.0262555,45.2694,,0.71,-0.62,2016,RV,0.7,5392
Kepler-746 b,,0.0435651,3.48159251,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00422224,450,0.099,0.91,0.09,2016,Transit,0.93,5418
Kepler-1348 b,,0.180967,27.5722742,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0142915,1033,0.173,1.04,-0.01,2016,Transit,1.04,5911
Kepler-299 d,,0.119323,15.054786,,90,2454977.58557,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0136944,,0.165938,,,2014,Transit,1.032,5617
GJ 436 b,0.0725512,0.0287188,2.64385,0.16,351,2451551.716,18.34,Maness 2007,http://adsabs.harvard.edu/abs/2007PASP..119...90M,Butler 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..580B,0,0,0,0,0.0726979,10.141,0.3767,0.452,,2004,RV,0.464,3350
KELT-18 b,,0.0457595,2.8717518,0.058,106,2457542.62,,McLeod 2017,http://adsabs.harvard.edu/abs/2017AJ....153..263M,McLeod 2017,http://adsabs.harvard.edu/abs/2017AJ....153..263M,0,0,0,0,1,311,1.66724,1.55,0.08,2017,Transit,1.98,6670
Kepler-1231 b,,0.0936589,10.41725184,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00991268,948,0.127,1.01,0.06,2016,Transit,1,5778
Kepler-142 c,,0.0553921,4.761702,,90,2455003.33543,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0245625,,0.255152,,,2014,Transit,1.269,5790
Kepler-401 d,,0,184.256405,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0172355,0,0.203,0,-0.297,2016,Transit,1.33,6117
Kepler-815 b,,0.0883216,8.57503552,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.055479,1199,0.367,1.25,-0.03,2016,Transit,3.42,5028
Kepler-578 b,,0.0257374,1.6168837,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0147338,568,0.178,0.87,-0.03,2016,Transit,0.83,5334
Kepler-181 c,,0.0517683,4.302149,,90,2455006.43717,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.014692,,0.177536,,,2014,Transit,0.749,5333
XO-2S b,0.259,0.134393,18.157,0.18,331.9,2456413.11,20.64,Desidera 2014,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,Desidera 2014,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,0,0,0,0,0.259,,,0.982,0.39,2014,RV,1.02,5399
Kepler-364 b,,0.170638,25.745718,,90,2454968.95058,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.011604,,0.138282,,,2014,Transit,1.284,6108
Kepler-173 c,,0.0783205,8.005777,,90,2455003.5034,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0188614,,0.21679,,,2014,Transit,0.949,6031
Kepler-609 b,,0.070302,6.52121067,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0337813,1143,0.299,1.09,0.06,2016,Transit,1.14,5971
Kepler-1606 b,,0.638509,196.435224,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.015383,880,0.185,0.9,0.01,2016,Transit,0.86,5422
Kepler-290 b,,0.11685,14.589347,,90,2454974.93413,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0169862,,0.200732,,,2014,Transit,0.743,5147
Kepler-926 b,,0.273799,52.0688601,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0175728,771,0.206,1.01,0.03,2016,Transit,1.01,5806
Kepler-544 b,,0.158582,21.41616926,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0157709,797,0.189,1.16,0.02,2016,Transit,1.22,6206
HATS-36 b,3.2196,0.0542977,4.1752387,0.105,,,356.9,Bayliss 2018,http://adsabs.harvard.edu/abs/2018AJ....155..119B,Bayliss 2018,http://adsabs.harvard.edu/abs/2018AJ....155..119B,0,0,0,0,3.22241,962,1.26038,1.222,0.28,2018,Transit,1.155,6149
WASP-37 b,1.79324,0.0446312,3.577469,0,90,2455338.6188,250.7,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,0,0,0,0,1.79362,343,1.16,0.925,-0.4,2011,Transit,1.003,5800
Kepler-223 c,,0.0899174,9.848183,,90,2454971.38748,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0147725,,0.178428,,,2014,Transit,1.017,5829
HD 6718 b,1.5591,3.55427,2496,0.1,286,2454357,24.1,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,0,0,0,0,1.5591,54.8546,,0.96,-0.06,2010,RV,0.956629,5746
Kepler-224 e,,0.137602,18.643577,,90,2454974.62463,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0145328,,0.175752,,,2014,Transit,0.676,5018
Kepler-322 c,,0.0520493,4.337234,,90,2454965.84959,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0123736,,0.148987,,,2014,Transit,0.89,5388
HD 33636 b,9.26951,3.26519,2127.7,0.4805,339.5,2451205.8,164.2,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,0,0,0,0,9.26951,28.3688,,1.017,-0.125591,2002,RV,1.03374,5904.28
Kepler-477 b,,0.093078,11.11990653,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.015383,367,0.185,0.87,-0.04,2016,Transit,0.79,5240
Kepler-1327 b,,0.119224,14.88801098,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0132944,688,0.161,1.02,-0.03,2016,Transit,1.03,5885
V830 Tau b,0.569537,0.056677,4.927,,,2457360.523,68,Donati 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3343D,Donati 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3343D,0,0,0,0,0.695276,150,,1,,2017,RV,2,4250
Kepler-163 c,,0.150603,21.347262,,90,2455004.7359,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0170837,,0.201624,,,2014,Transit,0.917,5776
Kepler-1128 b,,0.29908,61.6178167,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0412428,1163,0.326,0.94,0.04,2016,Transit,0.91,5543
HAT-P-40 b,0.619927,0.060845,4.457243,0,90,2455813.17584,58.1,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,0,0,0,0,0.6202,501,1.73,1.512,0.22,2012,Transit,2.206,6080
HD 240237 b,5.31949,1.91887,745.7,0.4,108.1,2454292,91.5,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,0,0,0,0,5.31949,,,1.69,-0.26,2012,RV,,4361
Kepler-494 b,,0.0809789,8.02511821,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.218701,862,0.637,1.1,0.02,2016,Transit,1.26,6007
Kepler-169 f,,0.38452,87.090195,,90,2455020.3184,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0206381,,0.230172,,,2014,Transit,0.763,4997
Kepler-283 b,,0.0968462,11.008151,,90,2454976.22626,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0158724,,0.190026,,,2014,Transit,0.566,4351
rho CrB b,1.06409,0.225692,39.8449,0.057,303,2450563.2,64.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Noyes 1997,http://adsabs.harvard.edu/abs/1997ApJ...483L.111N,0,0,0,0,1.06409,17.2354,,0.965,-0.198985,1997,RV,1.10084,5822.58
Kepler-214 b,,0.122502,15.660544,,90,2454979.34895,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0210192,,0.232849,,,2014,Transit,1.352,6169
Kepler-700 b,,0.363536,80.8720639,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.12013,1061,0.534,0.98,0.04,2016,Transit,0.96,5692
Kepler-1549 b,,0.672832,214.886545,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.020474,792,0.229,0.88,0.02,2016,Transit,0.84,5324
Kepler-730 b,,0.0681049,6.49168426,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.542157,1455,0.822,1,0.07,2016,Transit,1.01,5726
Kepler-1515 b,,0.764923,214.3114164,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.383964,504,0.852,1.3,0.07,2016,Transit,1.41,6511
Kepler-1424 b,,0.188549,29.6091744,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00485109,620,0.103,1.02,0.01,2016,Transit,1.07,5838
Kepler-314 b,,0.0356743,2.461069,,90,2454966.31441,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00150361,,0.0740476,,,2014,Transit,0.95,5378
Kepler-188 c,,0.0645963,5.996553,,90,2455005.50314,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0303861,,0.284593,,,2014,Transit,1.141,6021
