NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MICROLENSING,IMAGING,TIMING,ASTROMETRY,MASS,DIST,R,MSTAR,FE,DATE,STARDISCMETH,RSTAR,TEFF
,mjupiter,au,day,,deg,jd,m/s,,,,,,,,,mjupiter,pc,rjupiter,msun,,,,rsun,k
HD 233604 b,6.62362,0.746644,192,0.05,281,2453022,177.8,Nowak 2013,http://adsabs.harvard.edu/abs/2013ApJ...770...53N,Nowak 2013,http://adsabs.harvard.edu/abs/2013ApJ...770...53N,0,0,0,0,6.62362,868.659,,1.5,-0.36,2013,RV,10.9,4791
Kepler-217 c,,0.0820605,8.586004,,90,2454970.96096,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0136211,,0.165046,,,2014,Transit,1.799,6171
HD 85390 b,0.131884,1.52377,788,0.41,266,2454464.2,3.82,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,0,0,0,0,0.131884,32.3729,,0.76,-0.07,2011,RV,0.958233,5186
Kepler-1590 b,,0.0784501,7.61760804,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00468851,900,0.102,1.11,0.03,2016,Transit,1.16,6053
Kepler-1498 b,,0.245986,48.051405,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00796813,740,0.119,0.86,-0.01,2016,Transit,0.81,5256
Kepler-401 c,,0.256031,47.318218,,90,2455003.06041,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0160511,,0.19181,,,2014,Transit,1.333,6117
Kepler-299 c,,0.0708347,6.885875,,90,2454971.40955,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0215411,,0.236417,,,2014,Transit,1.032,5617
Kepler-1176 b,,0.164164,24.1738579,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0191406,1023,0.219,1.01,-0.01,2016,Transit,1.02,5844
HAT-P-57 b,,0.0406092,2.465295,0,90,,,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..197H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..197H,0,0,0,0,1,303,1.412,1.47,-0.25,2015,Transit,1.5,7500
Kepler-525 b,,0.135465,18.68404933,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0213319,566,0.235,0.95,0.11,2016,Transit,1.15,5573
Kepler-112 b,,0.080928,8.408878,,90,2454967.0062,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0181008,,0.210545,,,2014,Transit,0.841,5544
Kepler-1326 b,,0.269138,42.3514267,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0573636,910,0.373,1.45,0.02,2016,Transit,1.74,6725
Kepler-748 b,,0.076064,7.40742793,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0199266,1271,0.225,1.07,0.08,2016,Transit,1.1,5934
Kepler-155 c,,0.27496,52.661793,,90,2455016.51681,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0168894,,0.199839,,,2014,Transit,0.62,4508
Kepler-271 c,,0.0743912,7.410935,,90,2454968.74764,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00291583,,0.089214,,,2014,Transit,0.88,5524
Kepler-961 b,,0.127028,16.87727414,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0201979,607,0.227,0.96,0.05,2016,Transit,0.9,5582
Kepler-241 c,,0.213635,36.065978,,90,2455031.58185,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0205131,,0.22928,,,2014,Transit,0.668,4699
Kepler-492 b,,0.0989169,11.72012266,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.643816,642,0.856,0.94,0.07,2016,Transit,0.91,5527
WASP-77 A b,1.75912,0.0240531,1.3600309,0,90,2455870.44977,321.9,Maxted 2013,http://adsabs.harvard.edu/abs/2013PASP..125...48M,Maxted 2013,http://adsabs.harvard.edu/abs/2013PASP..125...48M,0,0,0,0,1.75921,93,1.21,1.002,0,2013,Transit,0.955,5500
Kepler-164 c,,0.0964797,10.945723,,90,2455009.72046,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.022635,,0.243554,,,2014,Transit,1.148,5888
HD 219077 b,10.4511,6.21822,5501,0.77,57.61,2450455.8,181.4,Marmier 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..90M,Marmier 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..90M,0,0,0,0,10.4511,29.3513,,1.05,-0.13,2013,RV,1.91,5362
Kepler-371 b,,0.208459,34.763278,,90,2454994.73489,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0139171,,0.168615,,,2014,Transit,0.992,5666
Kepler-548 b,,0.0517147,4.45419434,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,1,776,1.07,0.93,0,2016,Transit,0.9,5535
55 Cnc e,0.0261924,0.0154393,0.736546,0,90,2455568.011,6.3,Endl 2012,http://adsabs.harvard.edu/abs/2012ApJ...759...19E,McArthur 2004,http://adsabs.harvard.edu/abs/2004ApJ...614L..81M,0,0,0,0,0.0263672,12.3411,0.185565,0.905,0.314513,2004,RV,0.943,5196
HIP 57274 d,0.528573,1.00678,431.7,0.27,187.2,2455108.116,18.2,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,0,0,0,0,0.528573,25.9202,,0.73,0.09,2012,RV,0.68,4640
Kepler-1254 d,,0.0576676,5.72717226,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00752338,676,0.117,0.78,-0.1,2016,Transit,0.75,4985
HD 221287 b,3.11535,1.25015,456.10001,0.08,98,2453263,71,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,0,0,0,0,3.11535,55.2792,,1.25,0.03,2007,RV,1.10236,6304
KOI-13 b,,0.0342279,1.76358799,0,,2455138.7439,,Shporer 2011,http://adsabs.harvard.edu/abs/2011AJ....142..195S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,6.515,,1.406,1.72,0.2,2011,Transit,1.71,7650
Kepler-1017 b,,0.0714529,7.23400469,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0147338,554,0.178,0.93,0.04,2016,Transit,0.87,5473
Kepler-1100 b,,0.0720524,6.42200058,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0129028,940,0.156,1.21,0.05,2016,Transit,1.34,6247
Kepler-1050 b,,0.124555,15.3787546,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0119381,555,0.143,1.09,0.03,2016,Transit,1.13,6010
Kepler-1460 b,,0.167635,29.9633247,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0144664,574,0.175,0.7,-0.02,2016,Transit,0.67,4422
Kepler-1310 b,,0.0146558,0.67933627,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0101747,583,0.128,0.91,-0.07,2016,Transit,0.88,5549
HD 192699 b,2.29191,1.12292,345.53,0.129,41.3,2454036.6,49.3,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2007,http://adsabs.harvard.edu/abs/2007ApJ...665..785J,0,0,0,0,2.29191,65.6168,,1.58,-0.2,2007,RV,3.61317,5141
Kepler-178 d,,0.412251,96.678988,,90,2454973.17842,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0500833,,0.352395,,,2014,Transit,1.066,5676
Kepler-1371 c,,0.0297109,2.00541269,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.000601957,450,0.057,0.87,-0.07,2016,Transit,0.83,5361
Kepler-1090 b,,0.633688,198.680179,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0170154,702,0.201,0.86,-0.04,2016,Transit,0.82,5321
Kepler-312 b,,0.0286627,1.772419,,90,2454965.08778,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00711292,,0.115086,,,2014,Transit,1.467,6115
Kepler-164 b,,0.0574921,5.03503,,90,2454965.65465,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00960182,,0.125792,,,2014,Transit,1.148,5888
Kepler-1557 b,,0.0488263,3.74032496,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0124263,1532,0.136,1.11,0.02,2016,Transit,1.17,6099
Kepler-341 b,,0.0587074,5.195528,,90,2454965.7352,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00523423,,0.105273,,,2014,Transit,1.024,6012
Kepler-311 c,,0.142937,19.738286,,90,2454966.28529,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0100631,,0.127576,,,2014,Transit,1.188,5905
Kepler-1509 b,,0.169257,25.4338197,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0136174,1277,0.165,1,0.03,2016,Transit,0.99,5780
TRAPPIST-1 h,,0.0617089,18.767953,0,90,2457662.55467,,Delrez 2018,http://adsabs.harvard.edu/abs/2018MNRAS.475.3577D,Gillon 2017,http://adsabs.harvard.edu/abs/2017Natur.542..456G,0,0,0,0,0.00104144,12.1095,0.070827,0.089,0.04,2017,Transit,0.121,2516
Kepler-449 b,,0.104767,12.58242,0,90,,,Van Eylen 2015,http://adsabs.harvard.edu/abs/2015ApJ...808..126V,Van Eylen 2015,http://adsabs.harvard.edu/abs/2015ApJ...808..126V,0,0,0,0,,,,0.969,,2015,Transit,1.467,
HD 181342 b,3.14944,1.777,663,0.177,281,2454881,52.3,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,0,0,0,0,3.14944,110.619,,1.7,0.15,2010,RV,4.76324,4965
WASP-8 b,2.13728,0.080153,8.158715,0.31,274.27,2454675.429,222.23,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q,Queloz 2010,http://adsabs.harvard.edu/abs/2010A%26A...517L...1Q,0,0,0,0,2.13797,86.9996,1.038,1.03,0.17,2010,Transit,0.945,5600
HD 131496 b,2.24115,2.1121,883,0.163,22,2456040,35,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,0,0,0,0,2.24115,110,,1.61,0.25,2011,RV,4.56407,4927
Kepler-154 c,,0.307572,62.303276,,90,2455012.09423,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0260126,,0.263181,,,2014,Transit,1.001,5690
Kepler-334 c,,0.106855,12.758005,,90,2454966.9579,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0100631,,0.127576,,,2014,Transit,1.068,5828
Kepler-911 b,,0.160616,20.310501,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0208973,567,0.232,1.34,0.03,2016,Transit,1.99,6112
Kepler-372 c,,0.144457,20.053763,,90,2454969.58035,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0155228,,0.186457,,,2014,Transit,1.137,6509
Kepler-127 b,,0.11603,14.435889,,90,2454974.5114,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00937625,,0.1249,,,2014,Transit,1.359,6106
HD 44219 b,0.589265,1.18713,472.3,0.61,147.4,2454585.6,19.4,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,0,0,0,0,0.589265,50.4286,,1,0.03,2010,RV,1.36324,5752
75 Cet b,2.7597,1.97678,691.9,0.117,165,2452213,38.3,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,0,0,0,0,2.7597,81.4332,,2.15,0.02,2012,RV,10.5,4904
Kepler-27 b,,0.10464,15.3348,0,90,2454991.6726,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0,0,0,0.051622,,0.356538,0.65,0.41,2011,Transit,0.59,5400
Kepler-210 b,,0.0355986,2.453234,,90,2455003.89153,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0258466,,0.262289,,,2014,Transit,0.65,4559
Kepler-40 b,2.17681,0.0806644,6.87349,0,90,2455005.5198,179,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,0,0,0,0,2.17684,2700,1.17,1.48,0.1,2011,Transit,2.13,6510
Kepler-171 c,,0.0994986,11.463462,,90,2454970.38428,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.020389,,0.228388,,,2014,Transit,0.839,5642
KPS-1 b,1.08174,0.0269311,1.70629,0,60.47,2457508.37019,198.1,Burdanov 2018,http://adsabs.harvard.edu/abs/2018PASP..130g4401B,Burdanov 2018,http://adsabs.harvard.edu/abs/2018PASP..130g4401B,0,0,0,0,1.08958,264.69,1.03703,0.894,0.22,2018,Transit,0.914,5165
Kepler-298 c,,0.157953,22.92881,,90,2455156.03372,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0142208,,0.172183,,,2014,Transit,0.582,4465
Kepler-331 c,,0.130814,17.28111,,90,2454969.00798,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0135483,,0.164154,,,2014,Transit,0.492,4347
Kepler-1538 b,,0.618691,175.138819,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0240196,1291,0.252,1.03,0.02,2016,Transit,1.03,5837
Kepler-576 b,,0.18795,29.91136794,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0320836,698,0.292,0.99,0.09,2016,Transit,0.97,5672
Kepler-479 b,,0.100206,12.49341307,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0157709,371,0.189,0.86,-0.02,2016,Transit,0.81,5247
Kepler-915 b,,0.0576393,4.59489604,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0118373,806,0.134,1.21,0.08,2016,Transit,1.38,6173
HD 220074 b,11.1883,1.60044,672.1,0.14,323,2451158.2,230.8,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,0,0,0,0,11.1883,324.675,,1.2,-0.25,2013,RV,54.7067,3935
Kepler-133 b,,0.0791285,8.129976,,90,2454958.97047,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0129814,,0.157017,,,2014,Transit,1.425,5736
Kepler-1185 b,,0.427921,104.3518976,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00796813,296,0.119,0.96,-0.04,2016,Transit,0.87,5622
Kepler-788 b,,0.0849622,8.39846269,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0201979,1649,0.227,1.16,0.05,2016,Transit,1.23,6159
WASP-89 b,5.82159,0.0427555,3.3564227,0.193,28,,848,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H,0,0,0,0,5.82191,,1.04,0.92,0.15,2015,Transit,0.88,4955
HAT-P-39 b,0.598375,0.0509456,3.54387,0,90,2455208.75049,63.6,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,0,0,0,0,0.599196,642,1.571,1.404,0.19,2012,Transit,1.625,6430
WASP-26 b,1.00876,0.0399686,2.7566,0,90,2455123.6379,135.5,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S,0,0,0,0,1.01746,250,1.32,1.12,-0.02,2010,Transit,1.34,5059
Kepler-751 b,,0.125668,17.44490636,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0191406,748,0.219,0.87,-0.06,2016,Transit,0.84,5387
WASP-71 b,2.24554,0.0463361,2.9036747,0,90,2455738.84977,236.4,Smith 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A.120S,Smith 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A.120S,0,0,0,0,2.242,200,1.5,1.572,0.152,2013,Transit,2.32,6050
HIP 2247 b,5.12319,1.33884,655.6,0.54,112.2,2454627.1,173.3,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,0,0,0,0,5.12319,35.7015,,0.74,-0.03,2009,RV,1.07261,4714
GJ 876 d,0.0184193,0.0208066,1.93778,0.207,234,2450600.2,6.56,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Rivera 2005,http://adsabs.harvard.edu/abs/2005ApJ...634..625R,0,0,0,0,0.0184193,4.68867,,0.32,0.37,2005,RV,,
Kepler-312 c,,0.142982,19.747412,,90,2454980.1036,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0296032,,0.281024,,,2014,Transit,1.467,6115
OGLE-TR-56 b,1.35447,0.0238308,1.211909,0,90,2452072.683,225,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2003,http://adsabs.harvard.edu/abs/2003Natur.421..507K,0,0,0,0,1.39,1500,1.363,1.228,0.22,2003,Transit,1.363,6050
Kepler-697 b,,0.0456151,3.70987065,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0557908,1091,0.368,0.92,-0.01,2016,Transit,0.88,5513
Kepler-826 b,,0.0541184,4.48758907,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00648186,649,0.112,1.05,-0.12,2016,Transit,1.15,6079
Kepler-235 c,,0.0771364,7.824904,,90,2454969.55567,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00692663,,0.114194,,,2014,Transit,0.554,4255
Kepler-1591 b,,0.0820512,8.18504949,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.00668223,1090,0.113,1.1,0.01,2016,Transit,1.16,6082
Kepler-146 c,,0.353393,76.732171,,90,2455033.67082,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0292202,,0.27924,,,2014,Transit,1.208,5948
Kepler-1633 b,,0.678637,186.404271,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0117956,811,0.141,1.2,0.02,2016,Transit,1.32,6256
Kepler-903 b,,0.0923273,10.3507721,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0148244,829,0.179,0.98,0.05,2016,Transit,0.97,5682
Kepler-372 d,,0.189342,30.092568,,90,2454982.03083,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0125062,,0.150772,,,2014,Transit,1.137,6509
Kepler-156 b,,0.0570224,4.973456,,90,2455003.88529,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.0174811,,0.205192,,,2014,Transit,0.807,5094
HD 38529 b,0.803263,0.1272,14.310195,0.243663,95.3538,2454384.815,57.0213,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2001,http://adsabs.harvard.edu/abs/2001ApJ...551.1107F,0,0,0,0,0.803263,39.2773,,1.34,0.4,2001,RV,2.02418,5674
Proxima b,0.00369455,0.0482823,11.186,0,310,2451640.946,1.38,Anglada-Escude 2016,http://adsabs.harvard.edu/abs/2016Natur.536..437A,Anglada-Escude 2016,http://adsabs.harvard.edu/abs/2016Natur.536..437A,0,0,0,0,0.00369455,1.3009,,0.12,-0.07,2016,RV,0.146,2980
Kepler-393 c,,0.11698,14.613612,,90,2454973.4124,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.00789025,,0.118655,,,2014,Transit,1.382,6189
Kepler-136 c,,0.126325,16.399235,,90,2454964.96851,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,0,0,0,0.014692,,0.177536,,,2014,Transit,1.355,6165
Kepler-1353 b,,0.151698,24.7543966,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0,0,0,0,0.0132944,596,0.161,0.76,-0.06,2016,Transit,0.72,4776
Kepler-436 b,,0.281824,64.00205,0,90,2454967.0428,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0,0,0,0,0.0226353,618,0.243556,0.729,0.01,2010,Transit,0.697,4651
